# scale    energy (eV/atom)    pxx    pzz
1 -3.90853152437342 -3171.8446650928 -3424.64328491845
1.00002 -3.90853043894899 -3270.77633723179 -3523.6792350344
1.00004 -3.90852929075835 -3369.67557695962 -3622.68257900429
1.00006 -3.90852807981628 -3468.54239150529 -3721.6533228822
1.00008 -3.90852680613753 -3567.37679026431 -3820.59147434623
1.0001 -3.90852546973686 -3666.17878560994 -3919.49704514719
1.00012 -3.90852407062904 -3764.94838325809 -4018.37004274489
1.00014 -3.90852260882881 -3863.68558829604 -4117.21047336821
1.00016 -3.90852108435094 -3962.39040899171 -4216.01834395264
1.00018 -3.90851949721015 -4061.06285298863 -4314.79366417477
1.0002 -3.90851784742121 -4159.70292833915 -4413.53644019394
1.00022 -3.90851613499885 -4258.31064257538 -4512.24667972803
1.00024 -3.90851435995781 -4356.88600442268 -4610.92439117757
1.00026 -3.90851252231282 -4455.4290203701 -4709.56958193139
1.00028 -3.90851062207863 -4553.93969818279 -4808.18225943761
1.0003 -3.90850865926995 -4652.41804772178 -4906.76243241433
1.00032 -3.90850663390151 -4750.86407512432 -5005.31010680618
1.00034 -3.90850454598803 -4849.27778757249 -5103.82529037111
1.00036 -3.90850239554423 -4947.65919359835 -5202.30799112802
1.00038 -3.90850018258482 -5046.00830231118 -5300.75821783379
1.0004 -3.90849790712451 -5144.32511908178 -5399.17597757963
1.00042 -3.90849556917803 -5242.60965037256 -5497.56127599906
1.00044 -3.90849316876006 -5340.86190325548 -5595.91412038829
1.00046 -3.90849070588532 -5439.0818855499 -5694.23451836942
1.00048 -3.90848818056852 -5537.26960504625 -5792.52247913885
1.0005 -3.90848559282434 -5635.42506966527 -5890.77800800665
1.00052 -3.90848294266749 -5733.54828985421 -5989.00111400948
1.00054 -3.90848023011264 -5831.63927009948 -6087.19180490453
1.00056 -3.90847745517452 -5929.69801829715 -6185.35008731735
1.00058 -3.90847461786778 -6027.72454241878 -6283.47597146032
1.0006 -3.90847171820711 -6125.71885382504 -6381.56946711277
1.00062 -3.90846875620867 -6223.67981880724 -6479.62934572808
1.00064 -3.90846573189464 -6321.60752524473 -6577.65570026756
1.00066 -3.90846264528149 -6419.5028601697 -6675.6494942486
1.00068 -3.90845949638473 -6517.36582805159 -6773.61073306092
1.0007 -3.90845628521986 -6615.19643595847 -6871.53942403096
1.00072 -3.90845301180243 -6712.99469492264 -6969.43557572838
1.00074 -3.90844967614793 -6810.76061214302 -7067.29919442735
1.00076 -3.90844627827187 -6908.49418863846 -7165.13028116904
1.00078 -3.90844281818977 -7006.19543142844 -7262.92884234668
1.0008 -3.90843929591713 -7103.86434747391 -7360.6948865061
1.00082 -3.90843571146947 -7201.50094628634 -7458.42842086625
1.00084 -3.90843206486226 -7299.10523507043 -7556.12945488753
1.00086 -3.90842835611102 -7396.67721829558 -7653.7979938013
1.00088 -3.90842458523125 -7494.21690618837 -7751.43404745527
1.0009 -3.90842075223844 -7591.72430813664 -7849.03762232063
1.00092 -3.90841685714809 -7689.19943180075 -7946.60872687966
1.00094 -3.90841289997566 -7786.64228936278 -8044.14737573515
1.00096 -3.90840888073655 -7884.05375774122 -8141.65406679069
1.00098 -3.90840479944038 -7981.43775905987 -8239.13103084705
1.001 -3.90840065609982 -8078.78898444076 -8336.5752538897
1.00102 -3.90839645073123 -8176.10743856353 -8433.98674485617
1.00104 -3.90839218335094 -8273.39312911649 -8531.36551238157
1.00106 -3.90838785397527 -8370.64606680685 -8628.71156741406
1.00108 -3.90838346262054 -8467.86625634249 -8726.0249134112
1.0011 -3.90837900930308 -8565.05370962587 -8823.30556159652
1.00112 -3.9083744940392 -8662.20843541729 -8920.55352099792
1.00114 -3.90836991684508 -8759.33211926061 -9017.76880142705
1.00116 -3.9083652777272 -8856.44067350215 -9114.95142727784
1.00118 -3.90836057669524 -8953.5150367586 -9212.10138476224
1.0012 -3.90835581376713 -9050.55489390735 -9309.21867922998
1.00122 -3.90835098895991 -9147.5618171919 -9406.30332255122
1.00124 -3.9083461022879 -9244.53533403869 -9503.35532195431
1.00126 -3.90834115376849 -9341.47444294163 -9600.37468300448
1.00128 -3.90833614342187 -9438.37913773717 -9697.36139290337
1.0013 -3.90833107127279 -9535.24943648381 -9794.31547280075
1.00132 -3.90832593734018 -9632.08534987967 -9891.23693536785
1.00134 -3.90832074164264 -9728.88688588107 -9988.12578849644
1.00136 -3.90831548419874 -9825.65405443461 -10084.982042673
1.00138 -3.90831016502706 -9922.38686356006 -10181.8057035522
1.0014 -3.9083047841462 -10019.0853163948 -10278.5967787392
1.00142 -3.90829934157472 -10115.749420152 -10375.3552751643
1.00144 -3.90829383733122 -10212.3791825981 -10472.0812004831
1.00146 -3.90828827143427 -10308.9746133259 -10568.774561882
1.00148 -3.90828264390245 -10405.5357232475 -10665.4353735591
1.0015 -3.90827695475434 -10502.0625168902 -10762.0636398108
1.00152 -3.90827120400851 -10598.5550001769 -10858.6593664852
1.00154 -3.90826539168353 -10695.0131829753 -10955.2225614996
1.00156 -3.90825951779799 -10791.4370774426 -11051.7532394836
1.00158 -3.90825358236931 -10887.8283673787 -11148.2553204905
1.0016 -3.90824758540964 -10984.1868194766 -11244.7282556881
1.00162 -3.90824152693721 -11080.510704788 -11341.1679926957
1.00164 -3.90823540697139 -11176.8000272747 -11437.5745364065
1.00166 -3.90822922553152 -11273.0547974303 -11533.947899603
1.00168 -3.90822298263698 -11369.2750195442 -11630.2880879314
1.0017 -3.90821667830713 -11465.4607009931 -11726.5951062282
1.00172 -3.90821031256134 -11561.6118401962 -11822.8688752278
